# TILEID  RA      DEC     GALB   STARS  IN_IMAGING
8547	 198.213922	 15.863639	 77.687724	 -1	 1
8507	 199.265526	 28.003639	 84.254826	 -1	 1
8963	 196.643747	 40.203639	 76.554410	 -1	 1
9009	 197.774191	 52.273639	 64.585974	 -1	 1
9370	 198.174399	 62.893639	 54.064051	 -1	 1
11031	 217.388456	 -19.776361	 37.418482	 -1	 0
10987	 215.118784	 -8.406361	 48.430751	 -1	 0
9634	 216.363081	 3.193639	 57.170317	 -1	 1
9676	 215.823893	 15.853639	 65.902275	 -1	 1
9694	 215.066641	 28.193639	 70.329373	 -1	 1
9044	 214.671172	 40.883639	 67.390902	 -1	 1
9013	 215.385288	 51.323639	 60.426249	 -1	 1
9367	 215.261343	 62.323639	 51.812808	 -1	 1
9393	 215.648959	 75.553639	 40.260362	 -1	 1
10995	 233.412498	 -20.806361	 28.043909	 -1	 0
11474	 234.739545	 -8.896361	 35.742725	 -1	 0
11497	 235.133132	 3.293639	 43.129385	 -1	 1
11431	 234.112467	 15.343639	 49.987610	 -1	 1
6560	 235.249628	 28.693639	 52.705357	 -1	 1
6573	 234.598632	 40.653639	 53.215123	 -1	 1
8981	 235.020798	 52.593639	 49.725842	 -1	 1
9400	 235.950009	 64.603639	 43.682525	 -1	 1
9408	 234.657076	 76.723639	 36.595816	 -1	 1
